code,name_vi,name_en
M18.5,Thoái hóa khớp cổ tay - khớp gốc ngón tay cái thứ phát khác,Other secondary arthrosis of first carpometacarpal joint
M18.9,"Thoái hóa khớp cổ tay - khớp gốc ngón tay cái, không xác định","Arthrosis of first carpometacarpal joint, unspecified"
M19,Thoái hóa khớp khác,Other arthrosis
M19.0,Thoái hóa khớp nguyên phát ở khớp khác,Primary arthrosis of other joints
M19.00,"Thoái hóa khớp nguyên phát ở khớp khác, nhiều vị trí","Primary arthrosis of other joints, multiple sites"
M19.01,"Thoái hóa khớp nguyên phát ở khớp khác, vùng vai","Primary arthrosis of other joints, shoulder region"
M19.02,"Thoái hóa khớp nguyên phát ở khớp khác, cánh tay trên","Primary arthrosis of other joints, upper arm"
M19.03,"Thoái hóa khớp nguyên phát ở khớp khác, cẳng tay","Primary arthrosis of other joints, forearm"
M19.04,"Thoái hóa khớp nguyên phát ở khớp khác, bàn tay","Primary arthrosis of other joints, hand"
M19.05,"Thoái hóa khớp nguyên phát ở khớp khác, vùng chậu và/hoặc đùi","Primary arthrosis of other joints, pelvic region and thigh"
M19.06,"Thoái hóa khớp nguyên phát ở khớp khác, cẳng chân","Primary arthrosis of other joints, lower leg"
M19.07,"Thoái hóa khớp nguyên phát ở khớp khác, cổ chân và/hoặc bàn chân","Primary arthrosis of other joints, ankle and foot"
M19.08,"Thoái hóa khớp nguyên phát ở khớp khác, vị trí khác","Primary arthrosis of other joints, other"
M19.09,"Thoái hóa khớp nguyên phát ở khớp khác, vị trí không xác định","Primary arthrosis of other joints, site unspecified"
M19.1,Thoái hóa khớp sau chấn thương ở khớp khác,Post-traumatic arthrosis of other joints
M19.10,"Thoái hóa khớp sau chấn thương ở khớp khác, nhiều vị trí","Post-traumatic arthrosis of other joints, multiple sites"
M19.11,"Thoái hóa khớp sau chấn thương ở khớp khác, vùng vai","Post-traumatic arthrosis of other joints, shoulder region"
M19.12,"Thoái hóa khớp sau chấn thương ở khớp khác, cánh tay trên","Post-traumatic arthrosis of other joints, upper arm"
M19.13,"Thoái hóa khớp sau chấn thương ở khớp khác, cẳng tay","Post-traumatic arthrosis of other joints, forearm"
M19.14,"Thoái hóa khớp sau chấn thương ở khớp khác, bàn tay","Post-traumatic arthrosis of other joints, hand"
M19.15,"Thoái hóa khớp sau chấn thương ở khớp khác, vùng chậu và/hoặc đùi","Post-traumatic arthrosis of other joints, pelvic region and thigh"
M19.16,"Thoái hóa khớp sau chấn thương ở khớp khác, cẳng chân","Post-traumatic arthrosis of other joints, lower leg"
M19.17,"Thoái hóa khớp sau chấn thương ở khớp khác, cổ chân và/hoặc bàn chân","Post-traumatic arthrosis of other joints, ankle and foot"
M19.18,"Thoái hóa khớp sau chấn thương ở khớp khác, vị trí khác","Post-traumatic arthrosis of other joints, other"
M19.19,"Thoái hóa khớp sau chấn thương ở khớp khác, vị trí không xác định","Post-traumatic arthrosis of other joints, site unspecified"
M19.2,Thoái hóa khớp thứ phát khác,Other secondary arthrosis
M19.20,"Thoái hóa khớp thứ phát khác, nhiều vị trí","Other secondary arthrosis, multiple sites"
M19.21,"Thoái hóa khớp thứ phát khác, vùng vai","Other secondary arthrosis, shoulder region"
M19.22,"Thoái hóa khớp thứ phát khác, cánh tay trên","Other secondary arthrosis, upper arm"
M19.23,"Thoái hóa khớp thứ phát khác, cẳng tay","Other secondary arthrosis, forearm"
M19.24,"Thoái hóa khớp thứ phát khác, bàn tay","Other secondary arthrosis, hand"
M19.25,"Thoái hóa khớp thứ phát khác, vùng chậu và/hoặc đùi","Other secondary arthrosis, pelvic region and thigh"
M19.26,"Thoái hóa khớp thứ phát khác, cẳng chân","Other secondary arthrosis, lower leg"
M19.27,"Thoái hóa khớp thứ phát khác, cổ chân và/hoặc bàn chân","Other secondary arthrosis, ankle and foot"
M19.28,"Thoái hóa khớp thứ phát khác, vị trí khác","Other secondary arthrosis, other"
M19.29,"Thoái hóa khớp thứ phát khác, vị trí không xác định","Other secondary arthrosis, site unspecified"
M19.8,Thoái hóa khớp xác định khác,Other specified arthrosis
M19.80,"Thoái hóa khớp xác định khác, nhiều vị trí","Other specified arthrosis, multiple sites"
M19.81,"Thoái hóa khớp xác định khác, vùng vai","Other specified arthrosis, shoulder region"
M19.82,"Thoái hóa khớp xác định khác, cánh tay trên","Other specified arthrosis, upper arm"
M19.83,"Thoái hóa khớp xác định khác, cẳng tay","Other specified arthrosis, forearm"
M19.84,"Thoái hóa khớp xác định khác, bàn tay","Other specified arthrosis, hand"
M19.85,"Thoái hóa khớp xác định khác, vùng chậu và/hoặc đùi","Other specified arthrosis, pelvic region and thigh"
M19.86,"Thoái hóa khớp xác định khác, cẳng chân","Other specified arthrosis, lower leg"
M19.87,"Thoái hóa khớp xác định khác, cổ chân và/hoặc bàn chân","Other specified arthrosis, ankle and foot"
M19.88,"Thoái hóa khớp xác định khác, vị trí khác","Other specified arthrosis, other"
M19.89,"Thoái hóa khớp xác định khác, vị trí không xác định","Other specified arthrosis, site unspecified"
M19.9,"Thoái hóa khớp, không xác định","Arthrosis, unspecified"
M19.90,"Thoái hóa khớp, không xác định, nhiều vị trí","Arthrosis, unspecified, multiple sites"
M19.91,"Thoái hóa khớp, không xác định, vùng vai","Arthrosis, unspecified, shoulder region"
M19.92,"Thoái hóa khớp, không xác định, cánh tay trên","Arthrosis, unspecified, upper arm"
M19.93,"Thoái hóa khớp, không xác định, cẳng tay","Arthrosis, unspecified, forearm"
M19.94,"Thoái hóa khớp, không xác định, bàn tay","Arthrosis, unspecified, hand"
M19.95,"Thoái hóa khớp, không xác định, vùng chậu và/hoặc đùi","Arthrosis, unspecified, pelvic region and thigh"
M19.96,"Thoái hóa khớp, không xác định, cẳng chân","Arthrosis, unspecified, lower leg"
M19.97,"Thoái hóa khớp, không xác định, cổ chân và/hoặc bàn chân","Arthrosis, unspecified, ankle and foot"
M19.98,"Thoái hóa khớp, không xác định, vị trí khác","Arthrosis, unspecified, other"
M19.99,"Thoái hóa khớp, không xác định, vị trí không xác định","Arthrosis, unspecified, site unspecified"
M20,Biến dạng mắc phải của ngón tay và/hoặc ngón chân,Acquired deformities of fingers and toes
M20.0,Biến dạng ngón tay,Deformity of finger(s)
M20.1,Biến dạng vẹo ngoài của ngón chân cái (mắc phải) [Hallux valgus],Hallux valgus (acquired)
M20.2,Biến dạng viêm cứng khớp ngón chân cái [Hallux rigidus],Hallux rigidus
M20.3,Biến dạng khác của ngón chân cái (mắc phải),Other deformity of hallux (acquired)
M20.4,Biến dạng ngón chân hình búa (mắc phải),Other hammer toe(s) (acquired)
M20.5,Biến dạng khác của ngón chân (mắc phải),Other deformities of toe(s) (acquired)
M20.6,"Biến dạng mắc phải của ngón chân, không xác định","Acquired deformity of toe(s), unspecified"
M21,Biến dạng mắc phải khác của các chi,Other acquired deformities of limbs
M21.0,"Biến dạng vẹo ngoài, không phân loại mục khác","Valgus deformity, not elsewhere classified"
M21.00,"Biến dạng vẹo ngoài, không phân loại mục khác, nhiều vị trí","Valgus deformity, not elsewhere classified, multiple sites"
M21.01,"Biến dạng vẹo ngoài, không phân loại mục khác, vùng vai","Valgus deformity, not elsewhere classified, shoulder region"
M21.02,"Biến dạng vẹo ngoài, không phân loại mục khác, cánh tay trên","Valgus deformity, not elsewhere classified, upper arm"
M21.03,"Biến dạng vẹo ngoài, không phân loại mục khác, cẳng tay","Valgus deformity, not elsewhere classified, forearm"
M21.04,"Biến dạng vẹo ngoài, không phân loại mục khác, bàn tay","Valgus deformity, not elsewhere classified, hand"
M21.05,"Biến dạng vẹo ngoài, không phân loại mục khác, vùng chậu và/hoặc đùi","Valgus deformity, not elsewhere classified, pelvic region and thigh"
M21.06,"Biến dạng vẹo ngoài, không phân loại mục khác, cẳng chân","Valgus deformity, not elsewhere classified, lower leg"
M21.07,"Biến dạng vẹo ngoài, không phân loại mục khác, cổ chân và/hoặc bàn chân","Valgus deformity, not elsewhere classified, ankle and foot"
M21.08,"Biến dạng vẹo ngoài, không phân loại mục khác, vị trí khác","Valgus deformity, not elsewhere classified, other"
M21.09,"Biến dạng vẹo ngoài, không phân loại mục khác, vị trí không xác định","Valgus deformity, not elsewhere classified, site unspecified"
M21.1,"Biến dạng vẹo trong, không phân loại mục khác","Varus deformity, not elsewhere classified"
M21.10,"Biến dạng vẹo trong, không phân loại mục khác, nhiều vị trí","Varus deformity, not elsewhere classified, multiple sites"
M21.11,"Biến dạng vẹo trong, không phân loại mục khác, vùng vai","Varus deformity, not elsewhere classified, shoulder region"
M21.12,"Biến dạng vẹo trong, không phân loại mục khác, cánh tay trên","Varus deformity, not elsewhere classified, upper arm"
M21.13,"Biến dạng vẹo trong, không phân loại mục khác, cẳng tay","Varus deformity, not elsewhere classified, forearm"
M21.14,"Biến dạng vẹo trong, không phân loại mục khác, bàn tay","Varus deformity, not elsewhere classified, hand"
M21.15,"Biến dạng vẹo trong, không phân loại mục khác, vùng chậu và/hoặc đùi","Varus deformity, not elsewhere classified, pelvic region and thigh"
M21.16,"Biến dạng vẹo trong, không phân loại mục khác, cẳng chân","Varus deformity, not elsewhere classified, lower leg"
M21.17,"Biến dạng vẹo trong, không phân loại mục khác, cổ chân và/hoặc bàn chân","Varus deformity, not elsewhere classified, ankle and foot"
M21.18,"Biến dạng vẹo trong, không phân loại mục khác, vị trí khác","Varus deformity, not elsewhere classified, other"
M21.19,"Biến dạng vẹo trong, không phân loại mục khác, vị trí không xác định","Varus deformity, not elsewhere classified, site unspecified"
M21.2,Biến dạng gấp,Flexion deformity
M21.20,"Biến dạng gấp, nhiều vị trí","Flexion deformity, multiple sites"
M21.21,"Biến dạng gấp, vùng vai","Flexion deformity, shoulder region"
M21.22,"Biến dạng gấp, cánh tay trên","Flexion deformity, upper arm"
M21.23,"Biến dạng gấp, cẳng tay","Flexion deformity, forearm"
M21.24,"Biến dạng gấp, bàn tay","Flexion deformity, hand"
M21.25,"Biến dạng gấp, vùng chậu và/hoặc đùi","Flexion deformity, pelvic region and thigh"
M21.26,"Biến dạng gấp, cẳng chân","Flexion deformity, lower leg"
M21.27,"Biến dạng gấp, cổ chân và/hoặc bàn chân","Flexion deformity, ankle and foot"
M21.28,"Biến dạng gấp, vị trí khác","Flexion deformity, other"
M21.29,"Biến dạng gấp, vị trí không xác định","Flexion deformity, site unspecified"
M21.3,Biến dạng cổ tay hoặc bàn chân rủ (mắc phải),Wrist or foot drop (acquired)
M21.33,"Biến dạng cổ tay hoặc bàn chân rủ (mắc phải), cẳng tay","Wrist or foot drop (acquired), forearm"
M21.34,"Biến dạng cổ tay hoặc bàn chân rủ (mắc phải), bàn tay","Wrist or foot drop (acquired), hand"
M21.37,"Biến dạng cổ tay hoặc bàn chân rủ (mắc phải), cổ chân và/hoặc bàn chân","Wrist or foot drop (acquired), ankle and foot"
M21.39,"Biến dạng cổ tay hoặc bàn chân rủ (mắc phải), vị trí không xác định","Wrist or foot drop (acquired), site unspecified"
M21.4,Biến dạng bàn chân bẹt (mắc phải),Flat foot [pes planus] (acquired)
M21.5,"Biến dạng bàn tay quặp, bàn tay vẹo, bàn chân quặp, bàn chân khoèo (mắc phải)","Acquired clawhand, clubhand, clawfoot and clubfoot"
M21.50,"Biến dạng bàn tay quặp, bàn tay vẹo, bàn chân quặp, bàn chân khoèo (mắc phải), nhiều vị trí","Acquired clawhand, clubhand, clawfoot and clubfoot, multiple sites"
M21.54,"Biến dạng bàn tay quặp, bàn tay vẹo, bàn chân quặp, bàn chân khoèo (mắc phải), bàn tay","Acquired clawhand, clubhand, clawfoot and clubfoot, hand"
M21.57,"Biến dạng bàn tay quặp, bàn tay vẹo, bàn chân quặp, bàn chân khoèo (mắc phải), cổ chân và/hoặc bàn chân","Acquired clawhand, clubhand, clawfoot and clubfoot, ankle and foot"
M21.59,"Biến dạng bàn tay quặp, bàn tay vẹo, bàn chân quặp, bàn chân khoèo (mắc phải), vị trí không xác định","Acquired clawhand, clubhand, clawfoot and clubfoot, site únpecified"
M21.6,Biến dạng mắc phải khác của cổ chân và/hoặc bàn chân,Other acquired deformities of ankle and foot
M21.60,"Biến dạng mắc phải khác của cổ chân và/hoặc bàn chân, nhiều vị trí","Other acquired deformities of ankle and foot, multiple sites"
M21.67,"Biến dạng mắc phải khác của cổ chân và/hoặc bàn chân, cổ chân và/hoặc bàn chân","Other acquired deformities of ankle and foot, ankle and foot"
M21.69,"Biến dạng mắc phải khác của cổ chân và/hoặc bàn chân, vị trí không xác định","Other acquired deformities of ankle and foot, site unspecified"
M21.7,Mất cân đối chi (mắc phải),Unequal limb length (acquired)
M21.70,"Mất cân đối chi (mắc phải), nhiều vị trí","Unequal limb length (acquired), multiple sites"
M21.71,"Mất cân đối chi (mắc phải), vùng vai","Unequal limb length (acquired), shoulder region"
M21.72,"Mất cân đối chi (mắc phải), cánh tay trên","Unequal limb length (acquired), upper arm"
M21.73,"Mất cân đối chi (mắc phải), cẳng tay","Unequal limb length (acquired), forearm"
M21.74,"Mất cân đối chi (mắc phải), bàn tay","Unequal limb length (acquired), hand"
M21.75,"Mất cân đối chi (mắc phải), vùng chậu và/hoặc đùi","Unequal limb length (acquired), pelvic region and thigh"
M21.76,"Mất cân đối chi (mắc phải), cẳng chân","Unequal limb length (acquired), lower leg"
M21.77,"Mất cân đối chi (mắc phải), cổ chân và/hoặc bàn chân","Unequal limb length (acquired), ankle and foot"
M21.78,"Mất cân đối chi (mắc phải), vị trí khác","Unequal limb length (acquired), other"
M21.79,"Mất cân đối chi (mắc phải), vị trí không xác định","Unequal limb length (acquired), site unspecified"
M21.8,Biến dạng mắc phải xác định khác của chi,Other specified acquired deformities of limbs
M21.80,"Biến dạng mắc phải xác định khác của chi, nhiều vị trí","Other specified acquired deformities of limbs, multiple sites"
M21.81,"Biến dạng mắc phải xác định khác của chi, vùng vai","Other specified acquired deformities of limbs, shoulder region"
M21.82,"Biến dạng mắc phải xác định khác của chi, cánh tay trên","Other specified acquired deformities of limbs, upper arm"
